,sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count
10,GSM7840566,DRG_GW8_sample1_lane3-S2-2,GSM7840566,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808160 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088637,NONE,GSE245310,0
11,GSM7840567,DRG_GW8_sample1_lane3-S2-3,GSM7840567,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808159 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088638,NONE,GSE245310,0
12,GSM7840568,DRG_GW8_sample1_lane3-S2-4,GSM7840568,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808158 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088639,NONE,GSE245310,0
13,GSM7840569,DRG3_GW10_sample2_S1,GSM7840569,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808157 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088640,NONE,GSE245310,0
14,GSM7840570,DRG5_GW10_sample1_S1,GSM7840570,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808156 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088641,NONE,GSE245310,0
15,GSM7840571,DRG4_GW7_sample1_S1,GSM7840571,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808155 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088642,NONE,GSE245310,0
16,GSM7840572,DRG_GW7_sample2_lane1_S1-1,GSM7840572,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808154 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088659,NONE,GSE245310,0
17,GSM7840573,DRG_GW7_sample2_lane1_S1-2,GSM7840573,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808153 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088660,NONE,GSE245310,0
18,GSM7840574,DRG_GW7_sample2_lane1_S1-3,GSM7840574,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808152 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088661,NONE,GSE245310,0
19,GSM7840575,DRG_GW7_sample2_lane1_S1-4,GSM7840575,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808151 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088662,NONE,GSE245310,0
20,GSM7840576,DRG_GW7_sample2_lane2_S1-1,GSM7840576,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808150 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088663,NONE,GSE245310,0
21,GSM7840577,DRG_GW7_sample2_lane2_S1-2,GSM7840577,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808149 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088664,NONE,GSE245310,0
22,GSM7840578,DRG_GW7_sample2_lane2_S1-3,GSM7840578,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808148 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088665,NONE,GSE245310,0
23,GSM7840579,DRG_GW7_sample2_lane2_S1-4,GSM7840579,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808147 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088666,NONE,GSE245310,0
