,sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,data_processing,platform_id,contact_name,contact_email,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,supplementary_file_1,series_id,data_row_count
0,GSM6645126,"lung,PCW8.5, rep1 [10X140w1]",GSM6645126,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW8.5 | technology: Chromium | library technology: 10Xv2 | gender: female,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645126/suppl/GSM6645126_Sountoulidis2022_10X140w1_counts.h5,GSE215895 | GSE215898,0
11,GSM6645137,"lung,PCW13, rep5 [10X247w3]",GSM6645137,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW13 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645137/suppl/GSM6645137_Sountoulidis2022_10X247w3_counts.h5,GSE215895 | GSE215898,0
12,GSM6645138,"lung,PCW13, rep6 [10X247w4]",GSM6645138,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW13 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645138/suppl/GSM6645138_Sountoulidis2022_10X247w4_counts.h5,GSE215895 | GSE215898,0
13,GSM6645139,"lung,PCW14, rep1 [10X253w3]",GSM6645139,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW14 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645139/suppl/GSM6645139_Sountoulidis2022_10X253w3_counts.h5,GSE215895 | GSE215898,0
14,GSM6645140,"lung,PCW14, rep2 [10X253w4]",GSM6645140,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW14 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645140/suppl/GSM6645140_Sountoulidis2022_10X253w4_counts.h5,GSE215895 | GSE215898,0
15,GSM6645141,"lung,PCW14, rep3 [10X253w5]",GSM6645141,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW14 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645141/suppl/GSM6645141_Sountoulidis2022_10X253w5_counts.h5,GSE215895 | GSE215898,0
16,GSM6645142,"lung,PCW14, rep4 [10X253w6]",GSM6645142,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW14 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645142/suppl/GSM6645142_Sountoulidis2022_10X253w6_counts.h5,GSE215895 | GSE215898,0
17,GSM6645143,"lung,PCW14, rep5 [10X253w7]",GSM6645143,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW14 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645143/suppl/GSM6645143_Sountoulidis2022_10X253w7_counts.h5,GSE215895 | GSE215898,0
18,GSM6645144,"lung,PCW14, rep6 [10X253w8]",GSM6645144,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW14 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645144/suppl/GSM6645144_Sountoulidis2022_10X253w8_counts.h5,GSE215895 | GSE215898,0
19,GSM6645145,"lung,PCW14, rep7 [10X256w1]",GSM6645145,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW14 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645145/suppl/GSM6645145_Sountoulidis2022_10X256w1_counts.h5,GSE215895 | GSE215898,0
20,GSM6645146,"lung,PCW12, rep1 [10X263w1]",GSM6645146,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW12 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645146/suppl/GSM6645146_Sountoulidis2022_10X263w1_counts.h5,GSE215895 | GSE215898,0
21,GSM6645147,"lung,PCW12, rep2 [10X263w2]",GSM6645147,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW12 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645147/suppl/GSM6645147_Sountoulidis2022_10X263w2_counts.h5,GSE215895 | GSE215898,0
22,GSM6645148,"lung,PCW12, rep3 [10X263w3]",GSM6645148,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW12 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645148/suppl/GSM6645148_Sountoulidis2022_10X263w3_counts.h5,GSE215895 | GSE215898,0
