,sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count
10,GSM8217715,Fetal lung tissue derived from GW 16.2,GSM8217715,Public on Jun 04 2024,Apr 19 2024,Jun 04 2024,SRA,1,Fetal lung tissue,Homo sapiens,9606,tissue: Fetal lung tissue | age: GW 16,total RNA,Human fetal lung tissues were dissociated into single-cell suspension using the Multi Tissue Dissociation Kit 1 and 37C Multi_tissue_dissociation B program. Dissociated cells were collected through a 40 µm pore size cell strainer  and incubated with RBC lysis buffer for two minutes. | Library construction was done using the 10X Chromium Next GEM single-cell 3’ Reagent Kits v3.1 (10x Genomics). Library prep was performed as per manufacturer’s protocol.,"FASTQ files generated from supernova/cellranger mkfastq and bcl2fastq2 v2.20 | Seurat v4 was used for subsequent analysis. Cells with less than 200 features, greater than 15% mitochondrial transcript, and genes expressed in less than 3 cells were excluded from our analysis. Furthermore, principal component analysis (PCA) for each sample was done to ensure filtering of doublets and high-quality cells. Gene expression levels were log normalized datasets and highly variable features that identify high cell-cell variation within each sample dataset were determined using Seurat‘s FindVariableFeatures. Subsequently features that were repeatedly variable across each sample dataset were identified as integration features. Data was then scaled (linear transformation) was done using Seurat’s ScaleData and principal component analysis (PCA) (linear dimensional reduction) was done on each sample dataset. Generation of a master dataset was done by integrating all the sample datasets using Seurat’s reciprocal PCA (RPCA) integration (3000 features). Subsequent PCA analysis was done to ensure proper integration and 30 dimensions were retained for further analysis. Further reduction was done through uniform manifold approximation and projection (UMAP) (non-linear dimensional reduction) and cluster analysis was done using Seurat’s FindClusters. | Assembly: GRCh38 | Supplementary files format and content: Seurat object containing integrated object of all raw data.",GPL24676,"Amy,,Wong",apwong@sickkids.ca,4168139334,Developmental & Stem Cell Biology,The Hospital for Sick Children,"686 Bay Street, Toronto",Toronto,Ontario,M5G 0A4,Canada,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN41019895 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX24312783,NONE,GSE264407,0
11,GSM8217716,Fetal lung tissue derived from GW 16.5,GSM8217716,Public on Jun 04 2024,Apr 19 2024,Jun 04 2024,SRA,1,Fetal lung tissue,Homo sapiens,9606,tissue: Fetal lung tissue | age: GW 16,total RNA,Human fetal lung tissues were dissociated into single-cell suspension using the Multi Tissue Dissociation Kit 1 and 37C Multi_tissue_dissociation B program. Dissociated cells were collected through a 40 µm pore size cell strainer  and incubated with RBC lysis buffer for two minutes. | Library construction was done using the 10X Chromium Next GEM single-cell 3’ Reagent Kits v3.1 (10x Genomics). Library prep was performed as per manufacturer’s protocol.,"FASTQ files generated from supernova/cellranger mkfastq and bcl2fastq2 v2.20 | Seurat v4 was used for subsequent analysis. Cells with less than 200 features, greater than 15% mitochondrial transcript, and genes expressed in less than 3 cells were excluded from our analysis. Furthermore, principal component analysis (PCA) for each sample was done to ensure filtering of doublets and high-quality cells. Gene expression levels were log normalized datasets and highly variable features that identify high cell-cell variation within each sample dataset were determined using Seurat‘s FindVariableFeatures. Subsequently features that were repeatedly variable across each sample dataset were identified as integration features. Data was then scaled (linear transformation) was done using Seurat’s ScaleData and principal component analysis (PCA) (linear dimensional reduction) was done on each sample dataset. Generation of a master dataset was done by integrating all the sample datasets using Seurat’s reciprocal PCA (RPCA) integration (3000 features). Subsequent PCA analysis was done to ensure proper integration and 30 dimensions were retained for further analysis. Further reduction was done through uniform manifold approximation and projection (UMAP) (non-linear dimensional reduction) and cluster analysis was done using Seurat’s FindClusters. | Assembly: GRCh38 | Supplementary files format and content: Seurat object containing integrated object of all raw data.",GPL24676,"Amy,,Wong",apwong@sickkids.ca,4168139334,Developmental & Stem Cell Biology,The Hospital for Sick Children,"686 Bay Street, Toronto",Toronto,Ontario,M5G 0A4,Canada,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN41019894 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX24312782,NONE,GSE264407,0
12,GSM8217717,Fetal lung tissue derived from GW 18,GSM8217717,Public on Jun 04 2024,Apr 19 2024,Jun 04 2024,SRA,1,Fetal lung tissue,Homo sapiens,9606,tissue: Fetal lung tissue | age: GW 18,total RNA,Human fetal lung tissues were dissociated into single-cell suspension using the Multi Tissue Dissociation Kit 1 and 37C Multi_tissue_dissociation B program. Dissociated cells were collected through a 40 µm pore size cell strainer  and incubated with RBC lysis buffer for two minutes. | Library construction was done using the 10X Chromium Next GEM single-cell 3’ Reagent Kits v3.1 (10x Genomics). Library prep was performed as per manufacturer’s protocol.,"FASTQ files generated from supernova/cellranger mkfastq and bcl2fastq2 v2.20 | Seurat v4 was used for subsequent analysis. Cells with less than 200 features, greater than 15% mitochondrial transcript, and genes expressed in less than 3 cells were excluded from our analysis. Furthermore, principal component analysis (PCA) for each sample was done to ensure filtering of doublets and high-quality cells. Gene expression levels were log normalized datasets and highly variable features that identify high cell-cell variation within each sample dataset were determined using Seurat‘s FindVariableFeatures. Subsequently features that were repeatedly variable across each sample dataset were identified as integration features. Data was then scaled (linear transformation) was done using Seurat’s ScaleData and principal component analysis (PCA) (linear dimensional reduction) was done on each sample dataset. Generation of a master dataset was done by integrating all the sample datasets using Seurat’s reciprocal PCA (RPCA) integration (3000 features). Subsequent PCA analysis was done to ensure proper integration and 30 dimensions were retained for further analysis. Further reduction was done through uniform manifold approximation and projection (UMAP) (non-linear dimensional reduction) and cluster analysis was done using Seurat’s FindClusters. | Assembly: GRCh38 | Supplementary files format and content: Seurat object containing integrated object of all raw data.",GPL24676,"Amy,,Wong",apwong@sickkids.ca,4168139334,Developmental & Stem Cell Biology,The Hospital for Sick Children,"686 Bay Street, Toronto",Toronto,Ontario,M5G 0A4,Canada,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN41019893 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX24312784,NONE,GSE264407,0
13,GSM8217718,Fetal lung tissue derived from GW 18.1,GSM8217718,Public on Jun 04 2024,Apr 19 2024,Jun 04 2024,SRA,1,Fetal lung tissue,Homo sapiens,9606,tissue: Fetal lung tissue | age: GW 18,total RNA,Human fetal lung tissues were dissociated into single-cell suspension using the Multi Tissue Dissociation Kit 1 and 37C Multi_tissue_dissociation B program. Dissociated cells were collected through a 40 µm pore size cell strainer  and incubated with RBC lysis buffer for two minutes. | Library construction was done using the 10X Chromium Next GEM single-cell 3’ Reagent Kits v3.1 (10x Genomics). Library prep was performed as per manufacturer’s protocol.,"FASTQ files generated from supernova/cellranger mkfastq and bcl2fastq2 v2.20 | Seurat v4 was used for subsequent analysis. Cells with less than 200 features, greater than 15% mitochondrial transcript, and genes expressed in less than 3 cells were excluded from our analysis. Furthermore, principal component analysis (PCA) for each sample was done to ensure filtering of doublets and high-quality cells. Gene expression levels were log normalized datasets and highly variable features that identify high cell-cell variation within each sample dataset were determined using Seurat‘s FindVariableFeatures. Subsequently features that were repeatedly variable across each sample dataset were identified as integration features. Data was then scaled (linear transformation) was done using Seurat’s ScaleData and principal component analysis (PCA) (linear dimensional reduction) was done on each sample dataset. Generation of a master dataset was done by integrating all the sample datasets using Seurat’s reciprocal PCA (RPCA) integration (3000 features). Subsequent PCA analysis was done to ensure proper integration and 30 dimensions were retained for further analysis. Further reduction was done through uniform manifold approximation and projection (UMAP) (non-linear dimensional reduction) and cluster analysis was done using Seurat’s FindClusters. | Assembly: GRCh38 | Supplementary files format and content: Seurat object containing integrated object of all raw data.",GPL24676,"Amy,,Wong",apwong@sickkids.ca,4168139334,Developmental & Stem Cell Biology,The Hospital for Sick Children,"686 Bay Street, Toronto",Toronto,Ontario,M5G 0A4,Canada,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN41019892 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX24312785,NONE,GSE264407,0
14,GSM8217719,Fetal lung tissue derived from GW 18.2,GSM8217719,Public on Jun 04 2024,Apr 19 2024,Jun 04 2024,SRA,1,Fetal lung tissue,Homo sapiens,9606,tissue: Fetal lung tissue | age: GW 18,total RNA,Human fetal lung tissues were dissociated into single-cell suspension using the Multi Tissue Dissociation Kit 1 and 37C Multi_tissue_dissociation B program. Dissociated cells were collected through a 40 µm pore size cell strainer  and incubated with RBC lysis buffer for two minutes. | Library construction was done using the 10X Chromium Next GEM single-cell 3’ Reagent Kits v3.1 (10x Genomics). Library prep was performed as per manufacturer’s protocol.,"FASTQ files generated from supernova/cellranger mkfastq and bcl2fastq2 v2.20 | Seurat v4 was used for subsequent analysis. Cells with less than 200 features, greater than 15% mitochondrial transcript, and genes expressed in less than 3 cells were excluded from our analysis. Furthermore, principal component analysis (PCA) for each sample was done to ensure filtering of doublets and high-quality cells. Gene expression levels were log normalized datasets and highly variable features that identify high cell-cell variation within each sample dataset were determined using Seurat‘s FindVariableFeatures. Subsequently features that were repeatedly variable across each sample dataset were identified as integration features. Data was then scaled (linear transformation) was done using Seurat’s ScaleData and principal component analysis (PCA) (linear dimensional reduction) was done on each sample dataset. Generation of a master dataset was done by integrating all the sample datasets using Seurat’s reciprocal PCA (RPCA) integration (3000 features). Subsequent PCA analysis was done to ensure proper integration and 30 dimensions were retained for further analysis. Further reduction was done through uniform manifold approximation and projection (UMAP) (non-linear dimensional reduction) and cluster analysis was done using Seurat’s FindClusters. | Assembly: GRCh38 | Supplementary files format and content: Seurat object containing integrated object of all raw data.",GPL24676,"Amy,,Wong",apwong@sickkids.ca,4168139334,Developmental & Stem Cell Biology,The Hospital for Sick Children,"686 Bay Street, Toronto",Toronto,Ontario,M5G 0A4,Canada,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN41019891 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX24312786,NONE,GSE264407,0
15,GSM8217720,Fetal lung tissue derived from GW 18.1 sample 2A,GSM8217720,Public on Jun 04 2024,Apr 19 2024,Jun 04 2024,SRA,1,Fetal lung tissue,Homo sapiens,9606,tissue: Fetal lung tissue | age: GW 18,total RNA,Human fetal lung tissues were dissociated into single-cell suspension using the Multi Tissue Dissociation Kit 1 and 37C Multi_tissue_dissociation B program. Dissociated cells were collected through a 40 µm pore size cell strainer  and incubated with RBC lysis buffer for two minutes. | Library construction was done using the 10X Chromium Next GEM single-cell 3’ Reagent Kits v3.1 (10x Genomics). Library prep was performed as per manufacturer’s protocol.,"FASTQ files generated from supernova/cellranger mkfastq and bcl2fastq2 v2.20 | Seurat v4 was used for subsequent analysis. Cells with less than 200 features, greater than 15% mitochondrial transcript, and genes expressed in less than 3 cells were excluded from our analysis. Furthermore, principal component analysis (PCA) for each sample was done to ensure filtering of doublets and high-quality cells. Gene expression levels were log normalized datasets and highly variable features that identify high cell-cell variation within each sample dataset were determined using Seurat‘s FindVariableFeatures. Subsequently features that were repeatedly variable across each sample dataset were identified as integration features. Data was then scaled (linear transformation) was done using Seurat’s ScaleData and principal component analysis (PCA) (linear dimensional reduction) was done on each sample dataset. Generation of a master dataset was done by integrating all the sample datasets using Seurat’s reciprocal PCA (RPCA) integration (3000 features). Subsequent PCA analysis was done to ensure proper integration and 30 dimensions were retained for further analysis. Further reduction was done through uniform manifold approximation and projection (UMAP) (non-linear dimensional reduction) and cluster analysis was done using Seurat’s FindClusters. | Assembly: GRCh38 | Supplementary files format and content: Seurat object containing integrated object of all raw data.",GPL24676,"Amy,,Wong",apwong@sickkids.ca,4168139334,Developmental & Stem Cell Biology,The Hospital for Sick Children,"686 Bay Street, Toronto",Toronto,Ontario,M5G 0A4,Canada,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN41019890 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX24312787,NONE,GSE264407,0
16,GSM8217721,Fetal lung tissue derived from GW 18.1 sample 2B,GSM8217721,Public on Jun 04 2024,Apr 19 2024,Jun 04 2024,SRA,1,Fetal lung tissue,Homo sapiens,9606,tissue: Fetal lung tissue | age: GW 18,total RNA,Human fetal lung tissues were dissociated into single-cell suspension using the Multi Tissue Dissociation Kit 1 and 37C Multi_tissue_dissociation B program. Dissociated cells were collected through a 40 µm pore size cell strainer  and incubated with RBC lysis buffer for two minutes. | Library construction was done using the 10X Chromium Next GEM single-cell 3’ Reagent Kits v3.1 (10x Genomics). Library prep was performed as per manufacturer’s protocol.,"FASTQ files generated from supernova/cellranger mkfastq and bcl2fastq2 v2.20 | Seurat v4 was used for subsequent analysis. Cells with less than 200 features, greater than 15% mitochondrial transcript, and genes expressed in less than 3 cells were excluded from our analysis. Furthermore, principal component analysis (PCA) for each sample was done to ensure filtering of doublets and high-quality cells. Gene expression levels were log normalized datasets and highly variable features that identify high cell-cell variation within each sample dataset were determined using Seurat‘s FindVariableFeatures. Subsequently features that were repeatedly variable across each sample dataset were identified as integration features. Data was then scaled (linear transformation) was done using Seurat’s ScaleData and principal component analysis (PCA) (linear dimensional reduction) was done on each sample dataset. Generation of a master dataset was done by integrating all the sample datasets using Seurat’s reciprocal PCA (RPCA) integration (3000 features). Subsequent PCA analysis was done to ensure proper integration and 30 dimensions were retained for further analysis. Further reduction was done through uniform manifold approximation and projection (UMAP) (non-linear dimensional reduction) and cluster analysis was done using Seurat’s FindClusters. | Assembly: GRCh38 | Supplementary files format and content: Seurat object containing integrated object of all raw data.",GPL24676,"Amy,,Wong",apwong@sickkids.ca,4168139334,Developmental & Stem Cell Biology,The Hospital for Sick Children,"686 Bay Street, Toronto",Toronto,Ontario,M5G 0A4,Canada,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN41019889 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX24312769,NONE,GSE264407,0
17,GSM8217722,Fetal lung tissue derived from GW 19.0,GSM8217722,Public on Jun 04 2024,Apr 19 2024,Jun 04 2024,SRA,1,Fetal lung tissue,Homo sapiens,9606,tissue: Fetal lung tissue | age: GW 19,total RNA,Human fetal lung tissues were dissociated into single-cell suspension using the Multi Tissue Dissociation Kit 1 and 37C Multi_tissue_dissociation B program. Dissociated cells were collected through a 40 µm pore size cell strainer  and incubated with RBC lysis buffer for two minutes. | Library construction was done using the 10X Chromium Next GEM single-cell 3’ Reagent Kits v3.1 (10x Genomics). Library prep was performed as per manufacturer’s protocol.,"FASTQ files generated from supernova/cellranger mkfastq and bcl2fastq2 v2.20 | Seurat v4 was used for subsequent analysis. Cells with less than 200 features, greater than 15% mitochondrial transcript, and genes expressed in less than 3 cells were excluded from our analysis. Furthermore, principal component analysis (PCA) for each sample was done to ensure filtering of doublets and high-quality cells. Gene expression levels were log normalized datasets and highly variable features that identify high cell-cell variation within each sample dataset were determined using Seurat‘s FindVariableFeatures. Subsequently features that were repeatedly variable across each sample dataset were identified as integration features. Data was then scaled (linear transformation) was done using Seurat’s ScaleData and principal component analysis (PCA) (linear dimensional reduction) was done on each sample dataset. Generation of a master dataset was done by integrating all the sample datasets using Seurat’s reciprocal PCA (RPCA) integration (3000 features). Subsequent PCA analysis was done to ensure proper integration and 30 dimensions were retained for further analysis. Further reduction was done through uniform manifold approximation and projection (UMAP) (non-linear dimensional reduction) and cluster analysis was done using Seurat’s FindClusters. | Assembly: GRCh38 | Supplementary files format and content: Seurat object containing integrated object of all raw data.",GPL24676,"Amy,,Wong",apwong@sickkids.ca,4168139334,Developmental & Stem Cell Biology,The Hospital for Sick Children,"686 Bay Street, Toronto",Toronto,Ontario,M5G 0A4,Canada,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN41019888 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX24312770,NONE,GSE264407,0
18,GSM8217723,Fetal lung tissue derived from GW 19.2,GSM8217723,Public on Jun 04 2024,Apr 19 2024,Jun 04 2024,SRA,1,Fetal lung tissue,Homo sapiens,9606,tissue: Fetal lung tissue | age: GW 19,total RNA,Human fetal lung tissues were dissociated into single-cell suspension using the Multi Tissue Dissociation Kit 1 and 37C Multi_tissue_dissociation B program. Dissociated cells were collected through a 40 µm pore size cell strainer  and incubated with RBC lysis buffer for two minutes. | Library construction was done using the 10X Chromium Next GEM single-cell 3’ Reagent Kits v3.1 (10x Genomics). Library prep was performed as per manufacturer’s protocol.,"FASTQ files generated from supernova/cellranger mkfastq and bcl2fastq2 v2.20 | Seurat v4 was used for subsequent analysis. Cells with less than 200 features, greater than 15% mitochondrial transcript, and genes expressed in less than 3 cells were excluded from our analysis. Furthermore, principal component analysis (PCA) for each sample was done to ensure filtering of doublets and high-quality cells. Gene expression levels were log normalized datasets and highly variable features that identify high cell-cell variation within each sample dataset were determined using Seurat‘s FindVariableFeatures. Subsequently features that were repeatedly variable across each sample dataset were identified as integration features. Data was then scaled (linear transformation) was done using Seurat’s ScaleData and principal component analysis (PCA) (linear dimensional reduction) was done on each sample dataset. Generation of a master dataset was done by integrating all the sample datasets using Seurat’s reciprocal PCA (RPCA) integration (3000 features). Subsequent PCA analysis was done to ensure proper integration and 30 dimensions were retained for further analysis. Further reduction was done through uniform manifold approximation and projection (UMAP) (non-linear dimensional reduction) and cluster analysis was done using Seurat’s FindClusters. | Assembly: GRCh38 | Supplementary files format and content: Seurat object containing integrated object of all raw data.",GPL24676,"Amy,,Wong",apwong@sickkids.ca,4168139334,Developmental & Stem Cell Biology,The Hospital for Sick Children,"686 Bay Street, Toronto",Toronto,Ontario,M5G 0A4,Canada,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN41019887 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX24312772,NONE,GSE264407,0
19,GSM8217724,Fetal lung tissue derived from GW 19.4,GSM8217724,Public on Jun 04 2024,Apr 19 2024,Jun 04 2024,SRA,1,Fetal lung tissue,Homo sapiens,9606,tissue: Fetal lung tissue | age: GW 19,total RNA,Human fetal lung tissues were dissociated into single-cell suspension using the Multi Tissue Dissociation Kit 1 and 37C Multi_tissue_dissociation B program. Dissociated cells were collected through a 40 µm pore size cell strainer  and incubated with RBC lysis buffer for two minutes. | Library construction was done using the 10X Chromium Next GEM single-cell 3’ Reagent Kits v3.1 (10x Genomics). Library prep was performed as per manufacturer’s protocol.,"FASTQ files generated from supernova/cellranger mkfastq and bcl2fastq2 v2.20 | Seurat v4 was used for subsequent analysis. Cells with less than 200 features, greater than 15% mitochondrial transcript, and genes expressed in less than 3 cells were excluded from our analysis. Furthermore, principal component analysis (PCA) for each sample was done to ensure filtering of doublets and high-quality cells. Gene expression levels were log normalized datasets and highly variable features that identify high cell-cell variation within each sample dataset were determined using Seurat‘s FindVariableFeatures. Subsequently features that were repeatedly variable across each sample dataset were identified as integration features. Data was then scaled (linear transformation) was done using Seurat’s ScaleData and principal component analysis (PCA) (linear dimensional reduction) was done on each sample dataset. Generation of a master dataset was done by integrating all the sample datasets using Seurat’s reciprocal PCA (RPCA) integration (3000 features). Subsequent PCA analysis was done to ensure proper integration and 30 dimensions were retained for further analysis. Further reduction was done through uniform manifold approximation and projection (UMAP) (non-linear dimensional reduction) and cluster analysis was done using Seurat’s FindClusters. | Assembly: GRCh38 | Supplementary files format and content: Seurat object containing integrated object of all raw data.",GPL24676,"Amy,,Wong",apwong@sickkids.ca,4168139334,Developmental & Stem Cell Biology,The Hospital for Sick Children,"686 Bay Street, Toronto",Toronto,Ontario,M5G 0A4,Canada,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN41019886 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX24312771,NONE,GSE264407,0
