,sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count,description
20,GSM4761462,embryo2-viscera-1,GSM4761462,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-viscera,Homo sapiens,9606,tissue: embryo viscera | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965174 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057562,NONE,GSE157329,0,
21,GSM4761463,embryo2-viscera-2,GSM4761463,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-viscera,Homo sapiens,9606,tissue: embryo viscera | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965173 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057563,NONE,GSE157329,0,
22,GSM4761464,embryo2-viscera-3,GSM4761464,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-viscera,Homo sapiens,9606,tissue: embryo viscera | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965172 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057564,NONE,GSE157329,0,
23,GSM4761465,embryo2-viscera-4,GSM4761465,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-viscera,Homo sapiens,9606,tissue: embryo viscera | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965171 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057565,NONE,GSE157329,0,
24,GSM4761466,embryo2-viscera-5,GSM4761466,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-viscera,Homo sapiens,9606,tissue: embryo viscera | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965170 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057566,NONE,GSE157329,0,
25,GSM4761467,embryo2-viscera-6,GSM4761467,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-viscera,Homo sapiens,9606,tissue: embryo viscera | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965248 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057567,NONE,GSE157329,0,
26,GSM4761468,embryo2-viscera-7,GSM4761468,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-viscera,Homo sapiens,9606,tissue: embryo viscera | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965247 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057568,NONE,GSE157329,0,
27,GSM4761469,embryo2-viscera-8,GSM4761469,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-viscera,Homo sapiens,9606,tissue: embryo viscera | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965246 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057569,NONE,GSE157329,0,
28,GSM4761470,embryo2-limb-1,GSM4761470,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-limb,Homo sapiens,9606,tissue: embryo limb | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965245 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057570,NONE,GSE157329,0,
29,GSM4761471,embryo2-limb-2,GSM4761471,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-limb,Homo sapiens,9606,tissue: embryo limb | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965234 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057571,NONE,GSE157329,0,
30,GSM4761472,embryo2-limb-3,GSM4761472,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-limb,Homo sapiens,9606,tissue: embryo limb | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965233 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057572,NONE,GSE157329,0,
31,GSM4761473,embryo2-limb-4,GSM4761473,Public on Sep 01 2021,Sep 02 2020,Sep 01 2021,SRA,1,embryo2-limb,Homo sapiens,9606,tissue: embryo limb | gender: Female | Stage: Carnegie Stages 13,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965232 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057573,NONE,GSE157329,0,
